name,year,fall,mass,reclat,reclong
Elephant Moraine 90070,1990.0,Found,106.5,-76.26799,156.45597
Elephant Moraine 90071,1990.0,Found,103.4,-76.29026,156.45207
Elephant Moraine 90073,1990.0,Found,60.7,-76.28677,156.39246
Elephant Moraine 90074,1990.0,Found,26.6,-76.28739,156.48265
Elephant Moraine 90075,1990.0,Found,18.3,-76.28279,156.4178
Elephant Moraine 90076,1990.0,Found,150.5,-76.27776,156.4753
Elephant Moraine 90077,1990.0,Found,65.3,-76.26659,156.46244
Elephant Moraine 90078,1990.0,Found,22.9,-76.26699,156.45895
Elephant Moraine 90079,1990.0,Found,40.8,-76.28001,156.43259
Elephant Moraine 90080,1990.0,Found,4.1,-76.27008,156.54171
Elephant Moraine 90081,1990.0,Found,39.1,-76.28072,156.50143
Elephant Moraine 90082,1990.0,Found,28.6,-76.27992,156.43152
Elephant Moraine 90083,1990.0,Found,3.6,-76.28863,156.43292
Elephant Moraine 90084,1990.0,Found,25.4,-76.28144,156.43003
Elephant Moraine 90085,1990.0,Found,2.4,-76.2888,156.42257
Elephant Moraine 90086,1990.0,Found,30.5,-76.28378,156.45397
Elephant Moraine 90087,1990.0,Found,22.7,-76.27955,156.46541
Elephant Moraine 90088,1990.0,Found,17.2,-76.27056,156.45229
Elephant Moraine 90089,1990.0,Found,32.7,-76.27795,156.4446
Elephant Moraine 90090,1990.0,Found,16.7,-76.28064,156.4712
Elephant Moraine 90091,1990.0,Found,3.9,-76.28868,156.46699
Elephant Moraine 90092,1990.0,Found,9.0,-76.28078,156.43141
Elephant Moraine 90093,1990.0,Found,5.8,-76.28894,156.41402
Elephant Moraine 90094,1990.0,Found,8.9,-76.26935,156.48567
Elephant Moraine 90095,1990.0,Found,6.5,-76.27071,156.44777
Elephant Moraine 90096,1990.0,Found,11.9,-76.27595,156.46986
Elephant Moraine 90097,1990.0,Found,18.6,-76.28563,156.42033
Elephant Moraine 90098,1990.0,Found,4.7,-76.27073,156.44742
Elephant Moraine 90099,1990.0,Found,11.7,-76.26787,156.44878
Elephant Moraine 90100,1990.0,Found,12.8,-76.27923,156.48156
Elephant Moraine 90101,1990.0,Found,12.8,-76.28113,156.47062
Elephant Moraine 90102,1990.0,Found,17.0,-76.27683,156.473
Elephant Moraine 90103,1990.0,Found,6.2,-76.28638,156.41872
Elephant Moraine 90104,1990.0,Found,1.3,-76.28153,156.413
Elephant Moraine 90105,1990.0,Found,8.5,-76.27809,156.45451
Elephant Moraine 90106,1990.0,Found,3.0,-76.2773,156.4595
Elephant Moraine 90107,1990.0,Found,1.0,-76.28349,156.42791
Elephant Moraine 90108,1990.0,Found,15.4,-76.27067,156.45316
Elephant Moraine 90109,1990.0,Found,33.5,-76.27904,156.41392
Elephant Moraine 90110,1990.0,Found,74.0,-76.27271,156.447
Elephant Moraine 90111,1990.0,Found,74.4,-76.27172,156.45039
Elephant Moraine 90112,1990.0,Found,20.0,-76.26857,156.45213
Elephant Moraine 90113,1990.0,Found,78.2,-76.27871,156.44065
Elephant Moraine 90114,1990.0,Found,65.4,-76.2784,156.41976
Elephant Moraine 90115,1990.0,Found,238.4,-76.26967,156.45579
Elephant Moraine 90116,1990.0,Found,66.4,-76.27922,156.44865
Elephant Moraine 90117,1990.0,Found,26.1,-76.27068,156.45224
Elephant Moraine 90118,1990.0,Found,64.6,-76.28043,156.47418
Elephant Moraine 90119,1990.0,Found,47.1,-76.27936,156.42358
Elephant Moraine 90120,1990.0,Found,35.3,-76.27916,156.42548
Elephant Moraine 90121,1990.0,Found,232.2,-76.28,156.46954
Elephant Moraine 90122,1990.0,Found,13.0,-76.26678,156.45993
Elephant Moraine 90123,1990.0,Found,39.2,-76.28056,156.4268
Elephant Moraine 90124,1990.0,Found,33.2,-76.27185,156.46509
Elephant Moraine 90125,1990.0,Found,90.2,-76.2815,156.42993
Elephant Moraine 90126,1990.0,Found,5.5,-76.27975,156.43124
Elephant Moraine 90127,1990.0,Found,14.6,-76.2786,156.42335
Elephant Moraine 90128,1990.0,Found,50.1,-76.27109,156.44202
Elephant Moraine 90129,1990.0,Found,50.0,-76.27943,156.42859
Elephant Moraine 90130,1990.0,Found,21.8,-76.28116,156.47876
Elephant Moraine 90131,1990.0,Found,26.9,-76.28585,156.45513
Elephant Moraine 90132,1990.0,Found,20.6,-76.27821,156.42007
Elephant Moraine 90133,1990.0,Found,52.4,-76.27298,156.43744
Elephant Moraine 90134,1990.0,Found,21.9,-76.26865,156.46633
Elephant Moraine 90135,1990.0,Found,15.5,-76.26862,156.45523
Elephant Moraine 90136,1990.0,Found,37.9,-76.28111,156.41951
Elephant Moraine 90137,1990.0,Found,29.1,-76.27041,156.45093
Elephant Moraine 90138,1990.0,Found,74.8,-76.27285,156.4512
Elephant Moraine 90139,1990.0,Found,13.9,-76.28082,156.4687
Elephant Moraine 90140,1990.0,Found,2.1,-76.29084,156.41195
Elephant Moraine 90141,1990.0,Found,12.3,-76.27668,156.446
Elephant Moraine 90142,1990.0,Found,9.7,-76.28742,156.41609
Elephant Moraine 90143,1990.0,Found,69.2,-76.28137,156.49452
Elephant Moraine 90144,1990.0,Found,74.3,-76.28253,156.49375
Elephant Moraine 90145,1990.0,Found,26.8,-76.28022,156.51418
Elephant Moraine 90146,1990.0,Found,104.1,-76.26962,156.49471
Elephant Moraine 90147,1990.0,Found,61.4,-76.28415,156.48629
Elephant Moraine 90148,1990.0,Found,66.9,-76.27774,156.52204
Elephant Moraine 90149,1990.0,Found,175.4,-76.26985,156.49568
Elephant Moraine 90150,1990.0,Found,36.2,-76.2873,156.47776
Elephant Moraine 90151,1990.0,Found,17.9,-76.26864,156.5012
Elephant Moraine 90152,1990.0,Found,76.6,-76.28226,156.51238
Elephant Moraine 90153,1990.0,Found,15.6,-76.27951,156.50857
Elephant Moraine 90154,1990.0,Found,18.1,-76.27392,156.50891
Elephant Moraine 90155,1990.0,Found,26.2,-76.28327,156.48787
Elephant Moraine 90156,1990.0,Found,51.0,-76.28551,156.47311
Elephant Moraine 90157,1990.0,Found,101.4,-76.27738,156.51248
Elephant Moraine 90158,1990.0,Found,79.0,-76.28468,156.47516
Elephant Moraine 90159,1990.0,Found,47.1,-76.27837,156.50225
Elephant Moraine 90160,1990.0,Found,21.3,-76.28279,156.49686
Elephant Moraine 90161,1990.0,Found,9.7,-76.2824,156.51672
Elephant Moraine 90162,1990.0,Found,8.3,-76.27993,156.48114
Elephant Moraine 90163,1990.0,Found,9.0,-76.28732,156.4767
Elephant Moraine 90164,1990.0,Found,19.4,-76.28788,156.47024
Elephant Moraine 90165,1990.0,Found,103.6,-76.28222,156.5107
Elephant Moraine 90166,1990.0,Found,104.2,-76.28286,156.50181
Elephant Moraine 90167,1990.0,Found,130.0,-76.27318,156.52536
Elephant Moraine 90168,1990.0,Found,19.6,-76.26799,156.50322
Elephant Moraine 90169,1990.0,Found,73.4,-76.27634,156.51695
Elephant Moraine 90170,1990.0,Found,16.3,-76.2746,156.52833
Elephant Moraine 90171,1990.0,Found,42.4,-76.28457,156.48834
Elephant Moraine 90172,1990.0,Found,15.3,-76.27937,156.49958
Elephant Moraine 90173,1990.0,Found,24.5,-76.28438,156.47693
Elephant Moraine 90174,1990.0,Found,20.0,-76.28629,156.48989
Elephant Moraine 90175,1990.0,Found,82.8,-76.26864,156.53124
Elephant Moraine 90176,1990.0,Found,33.6,-76.28419,156.48786
Elephant Moraine 90177,1990.0,Found,91.2,-76.27479,156.51961
Elephant Moraine 90178,1990.0,Found,280.4,-76.26709,156.49726
Elephant Moraine 90179,1990.0,Found,21.6,-76.27414,156.5056
Elephant Moraine 90180,1990.0,Found,14.9,-76.28473,156.48503
Elephant Moraine 90181,1990.0,Found,15.4,-76.27466,156.49913
Elephant Moraine 90182,1990.0,Found,70.3,-76.28078,156.48709
Elephant Moraine 90183,1990.0,Found,21.3,-76.28298,156.47846
Elephant Moraine 90184,1990.0,Found,25.0,-76.27363,156.48838
Elephant Moraine 90185,1990.0,Found,21.9,-76.27695,156.49708
Elephant Moraine 90186,1990.0,Found,19.5,-76.28071,156.48123
Elephant Moraine 90187,1990.0,Found,45.9,-76.27983,156.48267
Elephant Moraine 90188,1990.0,Found,49.6,-76.28404,156.4865
Elephant Moraine 90189,1990.0,Found,7.8,-76.28077,156.4968
Elephant Moraine 90190,1990.0,Found,5.4,-76.26593,156.52249
Elephant Moraine 90192,1990.0,Found,24.7,-76.27775,156.51207
Elephant Moraine 90193,1990.0,Found,26.7,-76.28297,156.50308
Elephant Moraine 90194,1990.0,Found,7.2,-76.28402,156.47769
Elephant Moraine 90195,1990.0,Found,7.7,-76.28749,156.4779
Elephant Moraine 90196,1990.0,Found,62.3,-76.28126,156.48358
Elephant Moraine 90197,1990.0,Found,24.4,-76.28223,156.49249
Elephant Moraine 90198,1990.0,Found,24.3,-76.2861,156.47762
Elephant Moraine 90199,1990.0,Found,27.9,-76.27913,156.50143
Elephant Moraine 90200,1990.0,Found,6.7,-76.2854,156.4859
Elephant Moraine 90201,1990.0,Found,10.8,-76.2735,156.50787
Elephant Moraine 90202,1990.0,Found,23.8,-76.26882,156.50404
Elephant Moraine 90203,1990.0,Found,51.5,-76.28655,156.48757
Elephant Moraine 90204,1990.0,Found,143.4,-76.27493,156.50063
Elephant Moraine 90205,1990.0,Found,46.0,-76.28209,156.49089
Elephant Moraine 90206,1990.0,Found,25.6,-76.28591,156.49551
Elephant Moraine 90207,1990.0,Found,114.0,-76.28203,156.50975
Elephant Moraine 90208,1990.0,Found,31.4,-76.28408,156.48126
Elephant Moraine 90209,1990.0,Found,36.4,-76.28448,156.47432
Elephant Moraine 90210,1990.0,Found,20.5,-76.28583,156.4869
Elephant Moraine 90211,1990.0,Found,23.1,-76.27784,156.48975
Elephant Moraine 90212,1990.0,Found,11.5,-76.26861,156.49583
Elephant Moraine 90213,1990.0,Found,60.5,-76.28324,156.51228
Elephant Moraine 90214,1990.0,Found,38.5,-76.28592,156.48951
Elephant Moraine 90215,1990.0,Found,25.0,-76.2786,156.52637
Elephant Moraine 90216,1990.0,Found,28.9,-76.2719,156.502
Elephant Moraine 90217,1990.0,Found,23.2,-76.27133,156.52369
Elephant Moraine 90218,1990.0,Found,15.6,-76.28316,156.47162
Elephant Moraine 90219,1990.0,Found,8.6,-76.27327,156.49641
Elephant Moraine 90220,1990.0,Found,16.8,-76.2806,156.52197
Elephant Moraine 90221,1990.0,Found,67.3,-76.28479,156.50302
Elephant Moraine 90222,1990.0,Found,28.6,-76.2884,156.47501
Elephant Moraine 90223,1990.0,Found,21.0,-76.27901,156.49837
Elephant Moraine 90224,1990.0,Found,8.7,-76.27591,156.49937
Elephant Moraine 90225,1990.0,Found,2.2,-76.26813,156.49546
Elephant Moraine 90226,1990.0,Found,22.4,-76.27407,156.50042
Elephant Moraine 90227,1990.0,Found,5.8,-76.28392,156.47398
Elephant Moraine 90228,1990.0,Found,6.0,-76.28368,156.48011
Elephant Moraine 90229,1990.0,Found,245.5,-76.28055,156.43731
Elephant Moraine 90230,1990.0,Found,105.3,-76.26583,156.40312
Elephant Moraine 90231,1990.0,Found,33.9,-76.29367,156.44189
Elephant Moraine 90232,1990.0,Found,16.9,-76.28795,156.46841
Elephant Moraine 90233,1990.0,Found,6.6,-76.28817,156.47906
Elephant Moraine 90234,1990.0,Found,8.5,-76.26577,156.40993
Elephant Moraine 90235,1990.0,Found,36.2,-76.27573,156.40526
Elephant Moraine 90236,1990.0,Found,1.6,-76.26761,156.53379
Elephant Moraine 90237,1990.0,Found,157.2,-76.26492,156.54171
Elephant Moraine 90238,1990.0,Found,150.1,-76.26667,156.53813
Elephant Moraine 90239,1990.0,Found,78.8,-76.27318,156.36633
Elephant Moraine 90240,1990.0,Found,11.0,-76.26634,156.4035
Elephant Moraine 90241,1990.0,Found,9.1,-76.28682,156.45075
Elephant Moraine 90242,1990.0,Found,15.3,-76.27482,156.49048
Elephant Moraine 90243,1990.0,Found,21.7,-76.26641,156.40377
Elephant Moraine 90244,1990.0,Found,44.8,-76.27708,156.50362
Elephant Moraine 90245,1990.0,Found,19.0,-76.2876,156.4681
Elephant Moraine 90246,1990.0,Found,362.9,-76.2679,156.54516
Elephant Moraine 90247,1990.0,Found,37.1,-76.29541,156.46238
Elephant Moraine 90248,1990.0,Found,0.4,-76.29429,156.45913
Elephant Moraine 90249,1990.0,Found,8.3,-76.2821,156.44947
Elephant Moraine 90250,1990.0,Found,13.5,-76.266,156.40329
Elephant Moraine 90251,1990.0,Found,45.4,-76.26653,156.40277
Elephant Moraine 90252,1990.0,Found,12.2,-76.28629,156.44165
Elephant Moraine 90253,1990.0,Found,6.5,-76.26444,156.55681
Elephant Moraine 90254,1990.0,Found,12.8,-76.27802,156.52986
Elephant Moraine 90255,1990.0,Found,8.3,-76.27277,156.53182
Elephant Moraine 90256,1990.0,Found,3.2,-76.28208,156.4495
Elephant Moraine 90257,1990.0,Found,11.0,-76.2762,156.35939
Elephant Moraine 90258,1990.0,Found,10.5,-76.28716,156.44689
Elephant Moraine 90259,1990.0,Found,22.9,-76.27308,156.48512
Elephant Moraine 90260,1990.0,Found,7.3,-76.28915,156.462
Elephant Moraine 90261,1990.0,Found,6.6,-76.27359,156.48414
Elephant Moraine 90262,1990.0,Found,9.2,-76.28752,156.44737
Elephant Moraine 90263,1990.0,Found,4.8,-76.28899,156.45698
Elephant Moraine 90264,1990.0,Found,2.8,-76.27311,156.48928
Elephant Moraine 90265,1990.0,Found,3.0,-76.27404,156.48612
Elephant Moraine 90266,1990.0,Found,101.7,-76.27918,156.47755
Elephant Moraine 90267,1990.0,Found,88.5,-76.27837,156.47769
Elephant Moraine 90268,1990.0,Found,7.2,-76.2831,156.4269
Elephant Moraine 90269,1990.0,Found,9.2,-76.26849,156.45514
Elephant Moraine 90270,1990.0,Found,32.9,-76.28685,156.47609
Elephant Moraine 90271,1990.0,Found,17.8,-76.28109,156.43579
Elephant Moraine 90272,1990.0,Found,28.1,-76.27056,156.45325
Elephant Moraine 90273,1990.0,Found,8.6,-76.28131,156.43212
Elephant Moraine 90274,1990.0,Found,55.5,-76.28062,156.47483
Elephant Moraine 90275,1990.0,Found,19.5,-76.28799,156.47813
Elephant Moraine 90276,1990.0,Found,15.3,-76.28354,156.43424
Elephant Moraine 90277,1990.0,Found,13.5,-76.2798,156.47717
Elephant Moraine 90278,1990.0,Found,5.6,-76.28946,156.41701
Elephant Moraine 90279,1990.0,Found,17.4,-76.27274,156.45152
Elephant Moraine 90280,1990.0,Found,11.1,-76.26737,156.45676
Elephant Moraine 90281,1990.0,Found,52.6,-76.28125,156.47302
Elephant Moraine 90282,1990.0,Found,15.3,-76.27985,156.47636
Elephant Moraine 90283,1990.0,Found,81.5,-76.28,156.47332
Elephant Moraine 90284,1990.0,Found,51.6,-76.27851,156.46243
Elephant Moraine 90285,1990.0,Found,77.4,-76.28006,156.47038
Elephant Moraine 90286,1990.0,Found,23.8,-76.28024,156.43924
Elephant Moraine 90287,1990.0,Found,13.8,-76.28054,156.46843
Elephant Moraine 90288,1990.0,Found,5.7,-76.27072,156.45159
Elephant Moraine 90289,1990.0,Found,33.1,-76.28815,156.4645
Elephant Moraine 90290,1990.0,Found,47.5,-76.28102,156.46549
Elephant Moraine 90291,1990.0,Found,11.1,-76.27142,156.45602
Elephant Moraine 90292,1990.0,Found,20.4,-76.27981,156.43139
Elephant Moraine 90293,1990.0,Found,13.4,-76.28773,156.42167
Elephant Moraine 90294,1990.0,Found,14.5,-76.28101,156.43283
Elephant Moraine 90295,1990.0,Found,12.4,-76.28202,156.43584
Elephant Moraine 90296,1990.0,Found,11.0,-76.28053,156.45261
Elephant Moraine 90297,1990.0,Found,15.4,-76.27985,156.43558
Elephant Moraine 90298,1990.0,Found,7.5,-76.28141,156.42888
Elephant Moraine 90299,1990.0,Found,8.1,-76.27922,156.44325
Elephant Moraine 90300,1990.0,Found,45.1,-76.27953,156.46623
Elephant Moraine 90301,1990.0,Found,23.5,-76.28119,156.47879
Elephant Moraine 90302,1990.0,Found,34.9,-76.27988,156.43893
Elephant Moraine 90303,1990.0,Found,8.0,-76.26602,156.45993
Elephant Moraine 90304,1990.0,Found,16.4,-76.26602,156.45969
Elephant Moraine 90305,1990.0,Found,15.0,-76.26685,156.46091
Elephant Moraine 90306,1990.0,Found,11.2,-76.28115,156.47164
Elephant Moraine 90307,1990.0,Found,25.6,-76.28772,156.47867
Elephant Moraine 90308,1990.0,Found,48.4,-76.27961,156.43112
Elephant Moraine 90309,1990.0,Found,36.5,-76.28062,156.43804
Elephant Moraine 90310,1990.0,Found,21.1,-76.28496,156.42746
Elephant Moraine 90311,1990.0,Found,55.4,-76.281,156.47334
Elephant Moraine 90312,1990.0,Found,5.4,-76.26909,156.45545
Elephant Moraine 90313,1990.0,Found,27.5,-76.28084,156.47723
Elephant Moraine 90314,1990.0,Found,18.4,-76.27347,156.47667
Elephant Moraine 90315,1990.0,Found,21.3,-76.28788,156.42289
Elephant Moraine 90316,1990.0,Found,76.9,-76.2797,156.47386
Elephant Moraine 90317,1990.0,Found,22.7,-76.28105,156.47271
Elephant Moraine 90318,1990.0,Found,10.9,-76.28094,156.43262
Elephant Moraine 90319,1990.0,Found,13.7,-76.26689,156.46064
Elephant Moraine 90320,1990.0,Found,6.3,-76.28592,156.44383
Elephant Moraine 90321,1990.0,Found,50.1,-76.27135,156.45265
Elephant Moraine 90322,1990.0,Found,6.5,-76.27196,156.45114
Elephant Moraine 90323,1990.0,Found,16.8,-76.27919,156.43432
Elephant Moraine 90324,1990.0,Found,9.4,-76.28113,156.43051
Elephant Moraine 90325,1990.0,Found,10.0,-76.28859,156.41788
Elephant Moraine 90326,1990.0,Found,28.3,-76.28107,156.47478
Elephant Moraine 90327,1990.0,Found,11.8,-76.26849,156.4553
Elephant Moraine 90328,1990.0,Found,35.1,-76.27825,156.47509
Elephant Moraine 90330,1990.0,Found,6.5,-76.2686,156.46636
Elephant Moraine 90331,1990.0,Found,6.2,-76.26645,156.45669
Elephant Moraine 90332,1990.0,Found,16.1,-76.26687,156.45655
Elephant Moraine 90333,1990.0,Found,6.5,-76.26638,156.45654
Elephant Moraine 90334,1990.0,Found,45.2,-76.27965,156.43357
Elephant Moraine 90335,1990.0,Found,4.7,-76.26557,156.48775
Elephant Moraine 90336,1990.0,Found,14.1,-76.27978,156.47777
Elephant Moraine 90337,1990.0,Found,2.0,-76.26624,156.45728
Elephant Moraine 90338,1990.0,Found,2.1,-76.28922,156.4278
Elephant Moraine 90339,1990.0,Found,2.9,-76.26636,156.46013
Elephant Moraine 90340,1990.0,Found,24.6,-76.26948,156.48461
Elephant Moraine 90341,1990.0,Found,9.5,-76.26695,156.4638
Elephant Moraine 90342,1990.0,Found,3.3,-76.28198,156.42784
Elephant Moraine 90343,1990.0,Found,9.0,-76.27173,156.45646
Elephant Moraine 90344,1990.0,Found,2.7,-76.28295,156.45298
Elephant Moraine 90345,1990.0,Found,1.9,-76.27978,156.43334
Elephant Moraine 90346,1990.0,Found,5.5,-76.27779,156.47871
Elephant Moraine 90347,1990.0,Found,0.6,-76.26669,156.46041
Elephant Moraine 90348,1990.0,Found,0.6,-76.2669,156.46037
Elephant Moraine 90349,1990.0,Found,7.3,-76.2669,156.46053
Elephant Moraine 90350,1990.0,Found,174.0,-76.29038,156.33185
Elephant Moraine 90351,1990.0,Found,105.8,-76.27752,156.37694
Elephant Moraine 90352,1990.0,Found,63.0,-76.27449,156.42586
Elephant Moraine 90353,1990.0,Found,77.8,-76.27428,156.42602
Elephant Moraine 90354,1990.0,Found,194.6,-76.26807,156.41942
Elephant Moraine 90355,1990.0,Found,83.0,-76.26759,156.41407
Elephant Moraine 90356,1990.0,Found,99.9,-76.26572,156.40854
Elephant Moraine 90357,1990.0,Found,45.6,-76.26829,156.41554
Elephant Moraine 90358,1990.0,Found,44.4,-76.2723,156.42142
Elephant Moraine 90359,1990.0,Found,65.5,-76.27417,156.40854
Elephant Moraine 90360,1990.0,Found,28.9,-76.27664,156.36894
Elephant Moraine 90361,1990.0,Found,32.8,-76.27217,156.41622
Elephant Moraine 90362,1990.0,Found,111.0,-76.27165,156.429
Elephant Moraine 90363,1990.0,Found,114.3,-76.29193,156.35692
Elephant Moraine 90364,1990.0,Found,220.4,-76.18333,157.16667
Elephant Moraine 90365,1990.0,Found,16.0,-76.2731,156.42689
Elephant Moraine 90366,1990.0,Found,57.9,-76.27625,156.42122
Elephant Moraine 90367,1990.0,Found,140.2,-76.26568,156.41279
Elephant Moraine 90368,1990.0,Found,17.2,-76.27185,156.43184
Elephant Moraine 90369,1990.0,Found,71.6,-76.26904,156.41301
Elephant Moraine 90370,1990.0,Found,163.9,-76.27124,156.42934
Elephant Moraine 90371,1990.0,Found,15.8,-76.2759,156.37133
Elephant Moraine 90372,1990.0,Found,158.8,-76.28667,156.35727
Elephant Moraine 90373,1990.0,Found,6.5,-76.26976,156.43451
Elephant Moraine 90374,1990.0,Found,38.8,-76.27076,156.40402
Elephant Moraine 90375,1990.0,Found,29.0,-76.27412,156.42056
Elephant Moraine 90376,1990.0,Found,40.2,-76.27107,156.40694
Elephant Moraine 90377,1990.0,Found,55.5,-76.26756,156.43022
Elephant Moraine 90378,1990.0,Found,66.6,-76.27334,156.41337
Elephant Moraine 90379,1990.0,Found,15.4,-76.27425,156.41678
Elephant Moraine 90380,1990.0,Found,18.2,-76.26968,156.40335
Elephant Moraine 90381,1990.0,Found,76.9,-76.27522,156.41547
Elephant Moraine 90382,1990.0,Found,14.5,-76.26709,156.43807
Elephant Moraine 90383,1990.0,Found,12.0,-76.28283,156.45919
Elephant Moraine 90384,1990.0,Found,20.6,-76.27591,156.41334
Elephant Moraine 90385,1990.0,Found,8.9,-76.28192,156.44724
Elephant Moraine 90386,1990.0,Found,54.0,-76.27709,156.37311
Elephant Moraine 90387,1990.0,Found,19.5,-76.27814,156.39369
Elephant Moraine 90388,1990.0,Found,58.1,-76.27683,156.38406
Elephant Moraine 90389,1990.0,Found,23.2,-76.26948,156.42946
Elephant Moraine 90390,1990.0,Found,45.6,-76.27455,156.41463
Elephant Moraine 90391,1990.0,Found,59.8,-76.26919,156.42366
Elephant Moraine 90392,1990.0,Found,27.2,-76.268,156.43448
Elephant Moraine 90393,1990.0,Found,10.9,-76.26633,156.41006
Elephant Moraine 90394,1990.0,Found,97.3,-76.26848,156.41523
Elephant Moraine 90395,1990.0,Found,45.0,-76.26609,156.40925
Elephant Moraine 90396,1990.0,Found,22.0,-76.26553,156.40974
Elephant Moraine 90397,1990.0,Found,23.1,-76.26833,156.40602
Elephant Moraine 90398,1990.0,Found,36.3,-76.2772,156.42224
Elephant Moraine 90399,1990.0,Found,65.9,-76.27105,156.41603
Elephant Moraine 90400,1990.0,Found,10.9,-76.27055,156.42508
Elephant Moraine 90401,1990.0,Found,13.4,-76.27246,156.42678
Elephant Moraine 90402,1990.0,Found,69.3,-76.27602,156.40294
Elephant Moraine 90403,1990.0,Found,86.8,-76.27434,156.42636
Elephant Moraine 90404,1990.0,Found,11.6,-76.27089,156.43356
Elephant Moraine 90405,1990.0,Found,3.8,-76.2773,156.37581
Elephant Moraine 90406,1990.0,Found,1.8,-76.26808,156.43665
Elephant Moraine 90407,1990.0,Found,33.9,-76.27121,156.41393
Elephant Moraine 90408,1990.0,Found,8.3,-76.27716,156.42217
Elephant Moraine 90409,1990.0,Found,26.0,-76.26848,156.42674
Elephant Moraine 90410,1990.0,Found,29.7,-76.27022,156.42413
Elephant Moraine 90411,1990.0,Found,16.3,-76.28748,156.45385
Elephant Moraine 90412,1990.0,Found,5.9,-76.27372,156.42783
Elephant Moraine 90413,1990.0,Found,11.8,-76.26699,156.42982
Elephant Moraine 90414,1990.0,Found,55.6,-76.27231,156.40746
Elephant Moraine 90415,1990.0,Found,14.5,-76.26994,156.42705
Elephant Moraine 90416,1990.0,Found,5.3,-76.28057,156.43334
Elephant Moraine 90417,1990.0,Found,7.6,-76.27264,156.42686
Elephant Moraine 90418,1990.0,Found,19.1,-76.27427,156.42246
Elephant Moraine 90419,1990.0,Found,2.1,-76.27651,156.37532
Elephant Moraine 90420,1990.0,Found,31.1,-76.27263,156.42814
Elephant Moraine 90421,1990.0,Found,9.7,-76.27133,156.45051
Elephant Moraine 90422,1990.0,Found,1.4,-76.27526,156.39024
Elephant Moraine 90423,1990.0,Found,24.0,-76.27697,156.42384
Elephant Moraine 90424,1990.0,Found,1.7,-76.27799,156.42838
Elephant Moraine 90425,1990.0,Found,17.0,-85.63333,157.16667
Elephant Moraine 90426,1990.0,Found,14.4,-76.27082,156.41839
Elephant Moraine 90427,1990.0,Found,13.1,-76.26735,156.43449
Elephant Moraine 90428,1990.0,Found,7.3,-76.29299,156.35
Elephant Moraine 90429,1990.0,Found,18.2,-76.26941,156.41234
Elephant Moraine 90430,1990.0,Found,3.9,-76.26664,156.40176
Elephant Moraine 90431,1990.0,Found,24.8,-76.26638,156.40148
Elephant Moraine 90432,1990.0,Found,0.7,-76.27671,156.36969
Elephant Moraine 90433,1990.0,Found,3.9,-76.27097,156.43007
Elephant Moraine 90434,1990.0,Found,2.6,-76.27494,156.38615
Elephant Moraine 90435,1990.0,Found,13.7,-76.27361,156.42378
Elephant Moraine 90436,1990.0,Found,7.9,-76.27793,156.45494
Elephant Moraine 90437,1990.0,Found,10.8,-76.269,156.43262
Elephant Moraine 90438,1990.0,Found,7.1,-76.26821,156.4352
Elephant Moraine 90439,1990.0,Found,6.8,-76.28187,156.46086
Elephant Moraine 90440,1990.0,Found,87.0,-76.28655,156.38344
Elephant Moraine 90441,1990.0,Found,125.4,-76.28858,156.38398
Elephant Moraine 90442,1990.0,Found,102.9,-76.27185,156.44137
Elephant Moraine 90443,1990.0,Found,136.3,-76.27321,156.4404
Elephant Moraine 90444,1990.0,Found,103.9,-76.28601,156.37789
Elephant Moraine 90445,1990.0,Found,127.1,-76.27022,156.44542
Elephant Moraine 90446,1990.0,Found,84.7,-76.27038,156.4435
Elephant Moraine 90447,1990.0,Found,105.2,-76.2669,156.44818
Elephant Moraine 90448,1990.0,Found,2.2,-76.26554,156.40286
Elephant Moraine 90449,1990.0,Found,0.5,-76.26952,156.4466
Elephant Moraine 90450,1990.0,Found,63.6,-76.28271,156.47054
Elephant Moraine 90451,1990.0,Found,78.7,-76.2884,156.46754
Elephant Moraine 90452,1990.0,Found,122.1,-76.29422,156.45731
Elephant Moraine 90453,1990.0,Found,60.9,-76.2813,156.46364
Elephant Moraine 90454,1990.0,Found,212.9,-76.28433,156.46066
Elephant Moraine 90455,1990.0,Found,85.9,-76.28023,156.43436
Elephant Moraine 90456,1990.0,Found,51.0,-76.29089,156.46661
Elephant Moraine 90457,1990.0,Found,80.7,-76.28193,156.44769
Elephant Moraine 90458,1990.0,Found,150.8,-76.29054,156.44976
Elephant Moraine 90459,1990.0,Found,62.7,-76.28039,156.43974
Elephant Moraine 90460,1990.0,Found,46.2,-76.28625,156.46949
Elephant Moraine 90461,1990.0,Found,36.3,-76.28341,156.46637
Elephant Moraine 90462,1990.0,Found,68.3,-76.28339,156.46237
Elephant Moraine 90463,1990.0,Found,66.4,-76.28383,156.46646
Elephant Moraine 90464,1990.0,Found,159.1,-76.2682,156.42
Elephant Moraine 90465,1990.0,Found,217.3,-76.27008,156.43413
Elephant Moraine 90466,1990.0,Found,162.3,-76.26842,156.41554
Elephant Moraine 90467,1990.0,Found,141.8,-76.27041,156.43293
Elephant Moraine 90468,1990.0,Found,202.0,-76.26931,156.41114
Elephant Moraine 90469,1990.0,Found,48.5,-76.27116,156.42168
Elephant Moraine 90470,1990.0,Found,82.6,-76.26958,156.43206
Elephant Moraine 90471,1990.0,Found,76.6,-76.27011,156.41713
