name,year,fall,mass,reclat,reclong
Yamato 791252,1979.0,Found,6.44,-71.5,35.66667
Yamato 791253,1979.0,Found,6.54,-71.5,35.66667
Yamato 791254,1979.0,Found,6.22,-71.5,35.66667
Yamato 791255,1979.0,Found,10.4,-71.5,35.66667
Yamato 791256,1979.0,Found,5.62,-71.5,35.66667
Yamato 791257,1979.0,Found,6.86,-71.5,35.66667
Yamato 791258,1979.0,Found,7.77,-71.5,35.66667
Yamato 791259,1979.0,Found,6.3,-71.5,35.66667
Yamato 791260,1979.0,Found,5.99,-71.5,35.66667
Yamato 791261,1979.0,Found,4.46,-71.5,35.66667
Yamato 791262,1979.0,Found,5.62,-71.5,35.66667
Yamato 791263,1979.0,Found,5.27,-71.5,35.66667
Yamato 791264,1979.0,Found,4.22,-71.5,35.66667
Yamato 791265,1979.0,Found,5.37,-71.5,35.66667
Yamato 791266,1979.0,Found,4.4,-71.5,35.66667
Yamato 791267,1979.0,Found,3.86,-71.5,35.66667
Yamato 791268,1979.0,Found,5.31,-71.5,35.66667
Yamato 791269,1979.0,Found,4.14,-71.5,35.66667
Yamato 791270,1979.0,Found,3.53,-71.5,35.66667
Yamato 791271,1979.0,Found,4.74,-71.5,35.66667
Yamato 791272,1979.0,Found,4.03,-71.5,35.66667
Yamato 791273,1979.0,Found,4.49,-71.5,35.66667
Yamato 791274,1979.0,Found,3.72,-71.5,35.66667
Yamato 791275,1979.0,Found,4.5,-71.5,35.66667
Yamato 791276,1979.0,Found,3.56,-71.5,35.66667
Yamato 791277,1979.0,Found,4.1,-71.5,35.66667
Yamato 791278,1979.0,Found,2.62,-71.5,35.66667
Yamato 791279,1979.0,Found,2.67,-71.5,35.66667
Yamato 791280,1979.0,Found,3.04,-71.5,35.66667
Yamato 791281,1979.0,Found,3.82,-71.5,35.66667
Yamato 791282,1979.0,Found,3.29,-71.5,35.66667
Yamato 791283,1979.0,Found,5.11,-71.5,35.66667
Yamato 791284,1979.0,Found,4.03,-71.5,35.66667
Yamato 791285,1979.0,Found,4.61,-71.5,35.66667
Yamato 791286,1979.0,Found,3.79,-71.5,35.66667
Yamato 791287,1979.0,Found,2.66,-71.5,35.66667
Yamato 791288,1979.0,Found,2.68,-71.5,35.66667
Yamato 791289,1979.0,Found,3.96,-71.5,35.66667
Yamato 791290,1979.0,Found,2.74,-71.5,35.66667
Yamato 791291,1979.0,Found,2.77,-71.5,35.66667
Yamato 791292,1979.0,Found,2.6,-71.5,35.66667
Yamato 791293,1979.0,Found,2.2,-71.5,35.66667
Yamato 791294,1979.0,Found,3.5,-71.5,35.66667
Yamato 791295,1979.0,Found,3.99,-71.5,35.66667
Yamato 791296,1979.0,Found,3.6,-71.5,35.66667
Yamato 791297,1979.0,Found,3.93,-71.5,35.66667
Yamato 791298,1979.0,Found,2.69,-71.5,35.66667
Yamato 791299,1979.0,Found,3.72,-71.5,35.66667
Yamato 791300,1979.0,Found,2.37,-71.5,35.66667
Yamato 791301,1979.0,Found,3.06,-71.5,35.66667
Yamato 791302,1979.0,Found,2.39,-71.5,35.66667
Yamato 791303,1979.0,Found,2.49,-71.5,35.66667
Yamato 791304,1979.0,Found,2.48,-71.5,35.66667
Yamato 791305,1979.0,Found,2.81,-71.5,35.66667
Yamato 791306,1979.0,Found,2.51,-71.5,35.66667
Yamato 791307,1979.0,Found,3.07,-71.5,35.66667
Yamato 791308,1979.0,Found,2.84,-71.5,35.66667
Yamato 791309,1979.0,Found,2.58,-71.5,35.66667
Yamato 791310,1979.0,Found,32.05,-71.5,35.66667
Yamato 791311,1979.0,Found,51.73,-71.5,35.66667
Yamato 791312,1979.0,Found,1841.0,-71.5,35.66667
Yamato 791313,1979.0,Found,640.0,-71.5,35.66667
Yamato 791314,1979.0,Found,626.0,-71.5,35.66667
Yamato 791315,1979.0,Found,352.57,-71.5,35.66667
Yamato 791316,1979.0,Found,283.11,-71.5,35.66667
Yamato 791317,1979.0,Found,164.42,-71.5,35.66667
Yamato 791318,1979.0,Found,265.96,-71.5,35.66667
Yamato 791319,1979.0,Found,137.4,-71.5,35.66667
Yamato 791320,1979.0,Found,128.09,-71.5,35.66667
Yamato 791321,1979.0,Found,65.21,-71.5,35.66667
Yamato 791322,1979.0,Found,141.06,-71.5,35.66667
Yamato 791323,1979.0,Found,134.2,-71.5,35.66667
Yamato 791324,1979.0,Found,20.67,-71.5,35.66667
Yamato 791325,1979.0,Found,9.02,-71.5,35.66667
Yamato 791326,1979.0,Found,7.0,-71.5,35.66667
Yamato 791327,1979.0,Found,5.26,-71.5,35.66667
Yamato 791328,1979.0,Found,4.36,-71.5,35.66667
Yamato 791329,1979.0,Found,5.52,-71.5,35.66667
Yamato 791330,1979.0,Found,3.0,-71.5,35.66667
Yamato 791331,1979.0,Found,2.35,-71.5,35.66667
Yamato 791332,1979.0,Found,2.27,-71.5,35.66667
Yamato 791333,1979.0,Found,1.84,-71.5,35.66667
Yamato 791334,1979.0,Found,1.84,-71.5,35.66667
Yamato 791335,1979.0,Found,1.79,-71.5,35.66667
Yamato 791336,1979.0,Found,1.47,-71.5,35.66667
Yamato 791337,1979.0,Found,1.74,-71.5,35.66667
Yamato 791338,1979.0,Found,1.46,-71.5,35.66667
Yamato 791339,1979.0,Found,1.01,-71.5,35.66667
Yamato 791340,1979.0,Found,34.2,-71.5,35.66667
Yamato 791341,1979.0,Found,33.71,-71.5,35.66667
Yamato 791342,1979.0,Found,10.73,-71.5,35.66667
Yamato 791343,1979.0,Found,8.55,-71.5,35.66667
Yamato 791344,1979.0,Found,10.74,-71.5,35.66667
Yamato 791345,1979.0,Found,8.7,-71.5,35.66667
Yamato 791346,1979.0,Found,6.6,-71.5,35.66667
Yamato 791347,1979.0,Found,14.57,-71.5,35.66667
Yamato 791348,1979.0,Found,13.36,-71.5,35.66667
Yamato 791349,1979.0,Found,10.72,-71.5,35.66667
Yamato 791350,1979.0,Found,13.01,-71.5,35.66667
Yamato 791351,1979.0,Found,6.15,-71.5,35.66667
Yamato 791352,1979.0,Found,3.86,-71.5,35.66667
Yamato 791353,1979.0,Found,6.32,-71.5,35.66667
Yamato 791354,1979.0,Found,5.2,-71.5,35.66667
Yamato 791355,1979.0,Found,4.71,-71.5,35.66667
Yamato 791356,1979.0,Found,2.37,-71.5,35.66667
Yamato 791357,1979.0,Found,2.78,-71.5,35.66667
Yamato 791358,1979.0,Found,2.74,-71.5,35.66667
Yamato 791359,1979.0,Found,2.05,-71.5,35.66667
Yamato 791360,1979.0,Found,2.14,-71.5,35.66667
Yamato 791362,1979.0,Found,3.42,-71.5,35.66667
Yamato 791363,1979.0,Found,6.83,-71.5,35.66667
Yamato 791364,1979.0,Found,45.04,-71.5,35.66667
Yamato 791366,1979.0,Found,23.04,-71.5,35.66667
Yamato 791367,1979.0,Found,15.2,-71.5,35.66667
Yamato 791368,1979.0,Found,20.55,-71.5,35.66667
Yamato 791369,1979.0,Found,11.05,-71.5,35.66667
Yamato 791370,1979.0,Found,9.07,-71.5,35.66667
Yamato 791371,1979.0,Found,11.13,-71.5,35.66667
Yamato 791372,1979.0,Found,5.3,-71.5,35.66667
Yamato 791373,1979.0,Found,8.71,-71.5,35.66667
Yamato 791374,1979.0,Found,6.3,-71.5,35.66667
Yamato 791375,1979.0,Found,5.2,-71.5,35.66667
Yamato 791376,1979.0,Found,4.94,-71.5,35.66667
Yamato 791377,1979.0,Found,4.74,-71.5,35.66667
Yamato 791378,1979.0,Found,2.14,-71.5,35.66667
Yamato 791379,1979.0,Found,4.49,-71.5,35.66667
Yamato 791380,1979.0,Found,6.97,-71.5,35.66667
Yamato 791381,1979.0,Found,24.41,-71.5,35.66667
Yamato 791382,1979.0,Found,16.36,-71.5,35.66667
Yamato 791383,1979.0,Found,11.96,-71.5,35.66667
Yamato 791384,1979.0,Found,12.82,-71.5,35.66667
Yamato 791385,1979.0,Found,13.63,-71.5,35.66667
Yamato 791386,1979.0,Found,3.83,-71.5,35.66667
Yamato 791387,1979.0,Found,3.92,-71.5,35.66667
Yamato 791388,1979.0,Found,3.55,-71.5,35.66667
Yamato 791389,1979.0,Found,3.74,-71.5,35.66667
Yamato 791390,1979.0,Found,2.32,-71.5,35.66667
Yamato 791391,1979.0,Found,3.03,-71.5,35.66667
Yamato 791392,1979.0,Found,3.08,-71.5,35.66667
Yamato 791398,1979.0,Found,0.96,-71.5,35.66667
Yamato 791399,1979.0,Found,0.95,-71.5,35.66667
Yamato 791406,1979.0,Found,2048.0,-71.5,35.66667
Yamato 791407,1979.0,Found,58.1,-71.5,35.66667
Yamato 791408,1979.0,Found,45.93,-71.5,35.66667
Yamato 791409,1979.0,Found,54.16,-71.5,35.66667
Yamato 791410,1979.0,Found,16.69,-71.5,35.66667
Yamato 791411,1979.0,Found,4.96,-71.5,35.66667
Yamato 791412,1979.0,Found,24.98,-71.5,35.66667
Yamato 791413,1979.0,Found,203.61,-71.5,35.66667
Yamato 791414,1979.0,Found,52.96,-71.5,35.66667
Yamato 791415,1979.0,Found,22.46,-71.5,35.66667
Yamato 791417,1979.0,Found,39.68,-71.5,35.66667
Yamato 791418,1979.0,Found,16.16,-71.5,35.66667
Yamato 791419,1979.0,Found,37.61,-71.5,35.66667
Yamato 791420,1979.0,Found,18.91,-71.5,35.66667
Yamato 791421,1979.0,Found,811.0,-71.5,35.66667
Yamato 791422,1979.0,Found,61.8,-71.5,35.66667
Yamato 791423,1979.0,Found,3.66,-71.5,35.66667
Yamato 791424,1979.0,Found,10.9,-71.5,35.66667
Yamato 791425,1979.0,Found,4.36,-71.5,35.66667
Yamato 791426,1979.0,Found,1.72,-71.5,35.66667
Yamato 791427,1979.0,Found,507.05,-71.5,35.66667
Yamato 791428,1979.0,Found,548.94,-71.5,35.66667
Yamato 791429,1979.0,Found,223.53,-71.5,35.66667
Yamato 791430,1979.0,Found,45.93,-71.5,35.66667
Yamato 791431,1979.0,Found,281.6,-71.5,35.66667
Yamato 791432,1979.0,Found,221.07,-71.5,35.66667
Yamato 791433,1979.0,Found,3.13,-71.5,35.66667
Yamato 791434,1979.0,Found,265.2,-71.5,35.66667
Yamato 791435,1979.0,Found,15.09,-71.5,35.66667
Yamato 791436,1979.0,Found,6.68,-71.5,35.66667
Yamato 791437,1979.0,Found,28.2,-71.5,35.66667
Yamato 791438,1979.0,Found,20.18,-71.5,35.66667
Yamato 791439,1979.0,Found,31.05,-71.5,35.66667
Yamato 791440,1979.0,Found,89.65,-71.5,35.66667
Yamato 791441,1979.0,Found,105.66,-71.5,35.66667
Yamato 791442,1979.0,Found,189.53,-71.5,35.66667
Yamato 791443,1979.0,Found,11.32,-71.5,35.66667
Yamato 791444,1979.0,Found,550.84,-71.5,35.66667
Yamato 791445,1979.0,Found,4.75,-71.5,35.66667
Yamato 791446,1979.0,Found,17.6,-71.5,35.66667
Yamato 791447,1979.0,Found,1.99,-71.5,35.66667
Yamato 791448,1979.0,Found,35.6,-71.5,35.66667
Yamato 791449,1979.0,Found,108.33,-71.5,35.66667
Yamato 791450,1979.0,Found,192.86,-71.5,35.66667
Yamato 791451,1979.0,Found,8.07,-71.5,35.66667
Yamato 791452,1979.0,Found,204.59,-71.5,35.66667
Yamato 791453,1979.0,Found,158.89,-71.5,35.66667
Yamato 791454,1979.0,Found,8.4,-71.5,35.66667
Yamato 791455,1979.0,Found,54.83,-71.5,35.66667
Yamato 791456,1979.0,Found,37.05,-71.5,35.66667
Yamato 791457,1979.0,Found,41.39,-71.5,35.66667
Yamato 791458,1979.0,Found,8.04,-71.5,35.66667
Yamato 791459,1979.0,Found,23.65,-71.5,35.66667
Yamato 791460,1979.0,Found,10.59,-71.5,35.66667
Yamato 791461,1979.0,Found,11.44,-71.5,35.66667
Yamato 791462,1979.0,Found,94.23,-71.5,35.66667
Yamato 791463,1979.0,Found,10.28,-71.5,35.66667
Yamato 791464,1979.0,Found,18.02,-71.5,35.66667
Yamato 791465,1979.0,Found,3.23,-71.5,35.66667
Yamato 791466,1979.0,Found,21.46,-71.5,35.66667
Yamato 791467,1979.0,Found,18.71,-71.5,35.66667
Yamato 791468,1979.0,Found,11.29,-71.5,35.66667
Yamato 791469,1979.0,Found,5.09,-71.5,35.66667
Yamato 791470,1979.0,Found,6.96,-71.5,35.66667
Yamato 791471,1979.0,Found,141.83,-71.5,35.66667
Yamato 791472,1979.0,Found,7.0,-71.5,35.66667
Yamato 791473,1979.0,Found,6.81,-71.5,35.66667
Yamato 791474,1979.0,Found,67.05,-71.5,35.66667
Yamato 791475,1979.0,Found,14.38,-71.5,35.66667
Yamato 791476,1979.0,Found,23.47,-71.5,35.66667
Yamato 791477,1979.0,Found,214.87,-71.5,35.66667
Yamato 791478,1979.0,Found,146.95,-71.5,35.66667
Yamato 791479,1979.0,Found,1.39,-71.5,35.66667
Yamato 791480,1979.0,Found,6.74,-71.5,35.66667
Yamato 791481,1979.0,Found,2.13,-71.5,35.66667
Yamato 791482,1979.0,Found,352.62,-71.5,35.66667
Yamato 791483,1979.0,Found,73.59,-71.5,35.66667
Yamato 791484,1979.0,Found,19.18,-71.5,35.66667
Yamato 791485,1979.0,Found,3.53,-71.5,35.66667
Yamato 791486,1979.0,Found,565.51,-71.5,35.66667
Yamato 791487,1979.0,Found,13.95,-71.5,35.66667
Yamato 791488,1979.0,Found,8.08,-71.5,35.66667
Yamato 791489,1979.0,Found,5.51,-71.5,35.66667
Yamato 791490,1979.0,Found,10.09,-71.5,35.66667
Yamato 791491,1979.0,Found,31.6,-71.5,35.66667
Yamato 791492,1979.0,Found,41.12,-71.5,35.66667
Yamato 791493,1979.0,Found,5.13,-71.5,35.66667
Yamato 791494,1979.0,Found,20.88,-71.5,35.66667
Yamato 791495,1979.0,Found,45.29,-71.5,35.66667
Yamato 791496,1979.0,Found,5.37,-71.5,35.66667
Yamato 791497,1979.0,Found,7.04,-71.5,35.66667
Yamato 791498,1979.0,Found,3.11,-71.5,35.66667
Yamato 791499,1979.0,Found,9.94,-71.5,35.66667
Yamato 791500,1979.0,Found,1252.0,-71.5,35.66667
Yamato 791501,1979.0,Found,283.1,-71.5,35.66667
Yamato 791502,1979.0,Found,131.02,-71.5,35.66667
Yamato 791503,1979.0,Found,55.11,-71.5,35.66667
Yamato 791504,1979.0,Found,41.55,-71.5,35.66667
Yamato 791505,1979.0,Found,31.11,-71.5,35.66667
Yamato 791506,1979.0,Found,16.62,-71.5,35.66667
Yamato 791507,1979.0,Found,12.77,-71.5,35.66667
Yamato 791508,1979.0,Found,12.81,-71.5,35.66667
Yamato 791509,1979.0,Found,9.9,-71.5,35.66667
Yamato 791510,1979.0,Found,9.77,-71.5,35.66667
Yamato 791511,1979.0,Found,10.34,-71.5,35.66667
Yamato 791512,1979.0,Found,4.69,-71.5,35.66667
Yamato 791513,1979.0,Found,3.97,-71.5,35.66667
Yamato 791514,1979.0,Found,1.63,-71.5,35.66667
Yamato 791515,1979.0,Found,2.21,-71.5,35.66667
Yamato 791516,1979.0,Found,89.18,-71.5,35.66667
Yamato 791517,1979.0,Found,17.12,-71.5,35.66667
Yamato 791518,1979.0,Found,6.42,-71.5,35.66667
Yamato 791519,1979.0,Found,26.89,-71.5,35.66667
Yamato 791520,1979.0,Found,2.85,-71.5,35.66667
Yamato 791521,1979.0,Found,2.82,-71.5,35.66667
Yamato 791522,1979.0,Found,2.48,-71.5,35.66667
Yamato 791523,1979.0,Found,0.82,-71.5,35.66667
Yamato 791524,1979.0,Found,0.68,-71.5,35.66667
Yamato 791525,1979.0,Found,0.71,-71.5,35.66667
Yamato 791526,1979.0,Found,6.47,-71.5,35.66667
Yamato 791527,1979.0,Found,4.14,-71.5,35.66667
Yamato 791528,1979.0,Found,1.4,-71.5,35.66667
Yamato 791529,1979.0,Found,0.77,-71.5,35.66667
Yamato 791531,1979.0,Found,77.92,-71.5,35.66667
Yamato 791532,1979.0,Found,28.31,-71.5,35.66667
Yamato 791535,1979.0,Found,15.52,-71.5,35.66667
Yamato 791536,1979.0,Found,839.0,-71.5,35.66667
Yamato 791537,1979.0,Found,66.18,-71.5,35.66667
Yamato 791538,1979.0,Found,419.03,-71.5,35.66667
Yamato 791539,1979.0,Found,1907.0,-71.5,35.66667
Yamato 791540,1979.0,Found,9.95,-71.5,35.66667
Yamato 791541,1979.0,Found,5.79,-71.5,35.66667
Yamato 791542,1979.0,Found,2.44,-71.5,35.66667
Yamato 791543,1979.0,Found,0.99,-71.5,35.66667
Yamato 791544,1979.0,Found,1.58,-71.5,35.66667
Yamato 791545,1979.0,Found,195.17,-71.5,35.66667
Yamato 791546,1979.0,Found,76.87,-71.5,35.66667
Yamato 791547,1979.0,Found,2.92,-71.5,35.66667
Yamato 791548,1979.0,Found,2.1,-71.5,35.66667
Yamato 791549,1979.0,Found,1.9,-71.5,35.66667
Yamato 791550,1979.0,Found,1.17,-71.5,35.66667
Yamato 791555,1979.0,Found,1.06,-71.5,35.66667
Yamato 791556,1979.0,Found,129.25,-71.5,35.66667
Yamato 791557,1979.0,Found,90.65,-71.5,35.66667
Yamato 791558,1979.0,Found,101.64,-71.5,35.66667
Yamato 791559,1979.0,Found,26.21,-71.5,35.66667
Yamato 791560,1979.0,Found,61.67,-71.5,35.66667
Yamato 791561,1979.0,Found,54.27,-71.5,35.66667
Yamato 791562,1979.0,Found,205.32,-71.5,35.66667
Yamato 791563,1979.0,Found,487.87,-71.5,35.66667
Yamato 791564,1979.0,Found,84.31,-71.5,35.66667
Yamato 791565,1979.0,Found,8.13,-71.5,35.66667
Yamato 791566,1979.0,Found,497.17,-71.5,35.66667
Yamato 791567,1979.0,Found,67.98,-71.5,35.66667
Yamato 791568,1979.0,Found,40.07,-71.5,35.66667
Yamato 791569,1979.0,Found,10.58,-71.5,35.66667
Yamato 791570,1979.0,Found,0.58,-71.5,35.66667
Yamato 791571,1979.0,Found,23.68,-71.5,35.66667
Yamato 791572,1979.0,Found,6.31,-71.5,35.66667
Yamato 791573,1979.0,Found,134.33,-71.5,35.66667
Yamato 791574,1979.0,Found,199.73,-71.5,35.66667
Yamato 791575,1979.0,Found,3.19,-71.5,35.66667
Yamato 791576,1979.0,Found,4.4,-71.5,35.66667
Yamato 791577,1979.0,Found,481.41,-71.5,35.66667
Yamato 791578,1979.0,Found,191.44,-71.5,35.66667
Yamato 791579,1979.0,Found,108.06,-71.5,35.66667
Yamato 791580,1979.0,Found,114.6,-71.5,35.66667
Yamato 791581,1979.0,Found,9.61,-71.5,35.66667
Yamato 791582,1979.0,Found,3.26,-71.5,35.66667
Yamato 791583,1979.0,Found,6.69,-71.5,35.66667
Yamato 791584,1979.0,Found,2.52,-71.5,35.66667
Yamato 791585,1979.0,Found,79.19,-71.5,35.66667
Yamato 791586,1979.0,Found,219.68,-71.5,35.66667
Yamato 791587,1979.0,Found,99.82,-71.5,35.66667
Yamato 791589,1979.0,Found,3.91,-71.5,35.66667
Yamato 791590,1979.0,Found,20.57,-71.5,35.66667
Yamato 791591,1979.0,Found,57.09,-71.5,35.66667
Yamato 791592,1979.0,Found,1.33,-71.5,35.66667
Yamato 791593,1979.0,Found,0.86,-71.5,35.66667
Yamato 791594,1979.0,Found,0.78,-71.5,35.66667
Yamato 791595,1979.0,Found,5.84,-71.5,35.66667
Yamato 791596,1979.0,Found,1.92,-71.5,35.66667
Yamato 791597,1979.0,Found,147.99,-71.5,35.66667
Yamato 791598,1979.0,Found,8.16,-71.5,35.66667
Yamato 791599,1979.0,Found,8.55,-71.5,35.66667
Yamato 791600,1979.0,Found,0.74,-71.5,35.66667
Yamato 791601,1979.0,Found,2.06,-71.5,35.66667
Yamato 791602,1979.0,Found,3.35,-71.5,35.66667
Yamato 791603,1979.0,Found,5.09,-71.5,35.66667
Yamato 791604,1979.0,Found,297.44,-71.5,35.66667
Yamato 791605,1979.0,Found,112.63,-71.5,35.66667
Yamato 791606,1979.0,Found,182.4,-71.5,35.66667
Yamato 791607,1979.0,Found,55.63,-71.5,35.66667
Yamato 791608,1979.0,Found,19.77,-71.5,35.66667
Yamato 791609,1979.0,Found,18.9,-71.5,35.66667
Yamato 791610,1979.0,Found,22.61,-71.5,35.66667
Yamato 791611,1979.0,Found,14.85,-71.5,35.66667
Yamato 791612,1979.0,Found,15.97,-71.5,35.66667
Yamato 791613,1979.0,Found,15.5,-71.5,35.66667
Yamato 791614,1979.0,Found,21.47,-71.5,35.66667
Yamato 791615,1979.0,Found,18.22,-71.5,35.66667
Yamato 791616,1979.0,Found,7.29,-71.5,35.66667
Yamato 791617,1979.0,Found,8.93,-71.5,35.66667
Yamato 791618,1979.0,Found,6.7,-71.5,35.66667
Yamato 791619,1979.0,Found,4.01,-71.5,35.66667
Yamato 791620,1979.0,Found,5.86,-71.5,35.66667
Yamato 791621,1979.0,Found,2.44,-71.5,35.66667
Yamato 791622,1979.0,Found,1.91,-71.5,35.66667
Yamato 791623,1979.0,Found,1.73,-71.5,35.66667
Yamato 791624,1979.0,Found,1.07,-71.5,35.66667
Yamato 791625,1979.0,Found,1.4,-71.5,35.66667
Yamato 791626,1979.0,Found,1.32,-71.5,35.66667
Yamato 791627,1979.0,Found,1.82,-71.5,35.66667
Yamato 791628,1979.0,Found,4.95,-71.5,35.66667
Yamato 791629,1979.0,Found,128.02,-71.5,35.66667
Yamato 791630,1979.0,Found,2243.0,-71.5,35.66667
Yamato 791631,1979.0,Found,12.3,-71.5,35.66667
Yamato 791632,1979.0,Found,534.79,-71.5,35.66667
Yamato 791633,1979.0,Found,634.33,-71.5,35.66667
Yamato 791634,1979.0,Found,333.77,-71.5,35.66667
Yamato 791635,1979.0,Found,653.0,-71.5,35.66667
Yamato 791636,1979.0,Found,112.52,-71.5,35.66667
Yamato 791637,1979.0,Found,109.23,-71.5,35.66667
Yamato 791638,1979.0,Found,63.72,-71.5,35.66667
Yamato 791639,1979.0,Found,13.66,-71.5,35.66667
Yamato 791640,1979.0,Found,8.69,-71.5,35.66667
Yamato 791641,1979.0,Found,5.37,-71.5,35.66667
Yamato 791642,1979.0,Found,4.35,-71.5,35.66667
Yamato 791643,1979.0,Found,2.85,-71.5,35.66667
Yamato 791644,1979.0,Found,134.58,-71.5,35.66667
Yamato 791645,1979.0,Found,55.95,-71.5,35.66667
Yamato 791646,1979.0,Found,12.59,-71.5,35.66667
Yamato 791647,1979.0,Found,4.62,-71.5,35.66667
Yamato 791648,1979.0,Found,5.48,-71.5,35.66667
Yamato 791649,1979.0,Found,2.32,-71.5,35.66667
Yamato 791650,1979.0,Found,0.78,-71.5,35.66667
Yamato 791651,1979.0,Found,3.05,-71.5,35.66667
Yamato 791652,1979.0,Found,349.1,-71.5,35.66667
Yamato 791653,1979.0,Found,7.89,-71.5,35.66667
Yamato 791654,1979.0,Found,3.35,-71.5,35.66667
Yamato 791655,1979.0,Found,48.78,-71.5,35.66667
Yamato 791656,1979.0,Found,9.96,-71.5,35.66667
Yamato 791657,1979.0,Found,1.53,-71.5,35.66667
Yamato 791658,1979.0,Found,14.87,-71.5,35.66667
Yamato 791659,1979.0,Found,10.17,-71.5,35.66667
Yamato 791660,1979.0,Found,3.25,-71.5,35.66667
Yamato 791661,1979.0,Found,114.1,-71.5,35.66667
Yamato 791662,1979.0,Found,89.57,-71.5,35.66667
Yamato 791663,1979.0,Found,50.42,-71.5,35.66667
Yamato 791664,1979.0,Found,45.54,-71.5,35.66667
Yamato 791665,1979.0,Found,20.15,-71.5,35.66667
Yamato 791666,1979.0,Found,9.94,-71.5,35.66667
Yamato 791667,1979.0,Found,0.45,-71.5,35.66667
Yamato 791668,1979.0,Found,732.0,-71.5,35.66667
Yamato 791669,1979.0,Found,334.85,-71.5,35.66667
Yamato 791670,1979.0,Found,541.72,-71.5,35.66667
Yamato 791671,1979.0,Found,13.29,-71.5,35.66667
Yamato 791672,1979.0,Found,5.13,-71.5,35.66667
Yamato 791673,1979.0,Found,2.64,-71.5,35.66667
Yamato 791674,1979.0,Found,50.1,-71.5,35.66667
Yamato 791675,1979.0,Found,27.85,-71.5,35.66667
Yamato 791676,1979.0,Found,10.36,-71.5,35.66667
Yamato 791677,1979.0,Found,473.05,-71.5,35.66667
Yamato 791678,1979.0,Found,259.1,-71.5,35.66667
Yamato 791679,1979.0,Found,18.46,-71.5,35.66667
Yamato 791680,1979.0,Found,284.98,-71.5,35.66667
Yamato 791681,1979.0,Found,71.07,-71.5,35.66667
Yamato 791682,1979.0,Found,123.73,-71.5,35.66667
Yamato 791683,1979.0,Found,96.6,-71.5,35.66667
Yamato 791684,1979.0,Found,33.01,-71.5,35.66667
Yamato 791685,1979.0,Found,27.02,-71.5,35.66667
Yamato 791686,1979.0,Found,19.03,-71.5,35.66667
Yamato 791687,1979.0,Found,6.82,-71.5,35.66667
Yamato 791688,1979.0,Found,5.67,-71.5,35.66667
Yamato 791689,1979.0,Found,2.68,-71.5,35.66667
Yamato 791690,1979.0,Found,2.26,-71.5,35.66667
Yamato 791691,1979.0,Found,1.06,-71.5,35.66667
Yamato 791692,1979.0,Found,0.4,-71.5,35.66667
Yamato 791694,1979.0,Found,70.89,-71.5,35.66667
Yamato 791695,1979.0,Found,352.1,-71.5,35.66667
Yamato 791696,1979.0,Found,0.81,-71.5,35.66667
Yamato 791697,1979.0,Found,1.44,-71.5,35.66667
Yamato 791699,1979.0,Found,2.91,-71.5,35.66667
Yamato 791700,1979.0,Found,1.39,-71.5,35.66667
Yamato 791703,1979.0,Found,25.48,-71.5,35.66667
Yamato 791704,1979.0,Found,93.1,-71.5,35.66667
Yamato 791705,1979.0,Found,172.47,-71.5,35.66667
Yamato 791706,1979.0,Found,341.1,-71.5,35.66667
Yamato 791708,1979.0,Found,126.98,-71.5,35.66667
Yamato 791709,1979.0,Found,174.32,-71.5,35.66667
Yamato 791710,1979.0,Found,1607.0,-71.5,35.66667
Yamato 791711,1979.0,Found,28.91,-71.5,35.66667
Yamato 791712,1979.0,Found,14.24,-71.5,35.66667
Yamato 791713,1979.0,Found,2.79,-71.5,35.66667
Yamato 791714,1979.0,Found,3.59,-71.5,35.66667
Yamato 791715,1979.0,Found,13.39,-71.5,35.66667
Yamato 791716,1979.0,Found,193.21,-71.5,35.66667
Yamato 791717,1979.0,Found,25322.0,-71.5,35.66667
Yamato 791718,1979.0,Found,184.01,-71.5,35.66667
Yamato 791719,1979.0,Found,170.69,-71.5,35.66667
Yamato 791720,1979.0,Found,117.52,-71.5,35.66667
Yamato 791721,1979.0,Found,9.8,-71.5,35.66667
Yamato 791722,1979.0,Found,8.95,-71.5,35.66667
Yamato 791723,1979.0,Found,7.13,-71.5,35.66667
Yamato 791724,1979.0,Found,3.61,-71.5,35.66667
Yamato 791725,1979.0,Found,47.07,-71.5,35.66667
Yamato 791726,1979.0,Found,4.98,-71.5,35.66667
Yamato 791727,1979.0,Found,18.17,-71.5,35.66667
Yamato 791728,1979.0,Found,48.2,-71.5,35.66667
Yamato 791729,1979.0,Found,51.3,-71.5,35.66667
Yamato 791730,1979.0,Found,34.8,-71.5,35.66667
Yamato 791731,1979.0,Found,24.83,-71.5,35.66667
Yamato 791732,1979.0,Found,25.52,-71.5,35.66667
Yamato 791733,1979.0,Found,15.59,-71.5,35.66667
Yamato 791734,1979.0,Found,19.47,-71.5,35.66667
Yamato 791735,1979.0,Found,11.79,-71.5,35.66667
Yamato 791736,1979.0,Found,14.61,-71.5,35.66667
Yamato 791737,1979.0,Found,15.34,-71.5,35.66667
Yamato 791738,1979.0,Found,9.38,-71.5,35.66667
Yamato 791739,1979.0,Found,8.42,-71.5,35.66667
Yamato 791740,1979.0,Found,14.54,-71.5,35.66667
Yamato 791741,1979.0,Found,11.23,-71.5,35.66667
Yamato 791742,1979.0,Found,1.84,-71.5,35.66667
Yamato 791743,1979.0,Found,16.63,-71.5,35.66667
